acc_id,card_code,balance,owner_id,bank_country
fcfd7c28-023c-4732-968f-51092442b433,GB63GRFY28577869426034,973686.64,0ba997e3-a111-432b-a5c6-ca64cb4911a2,Central African Republic
28dca87d-0e5d-40d8-92b0-5580f5968311,GB49SYGO67131737831488,831259.38,c1a86bb9-cb97-442c-8dbc-06c008fdaa71,South Africa
694be194-036d-4ed4-a4bd-1d79c08d3095,GB75CCRB55291345217739,633610.02,21be1c0f-004f-402e-bb48-151ebb04e1c8,Portugal
deaf8d9c-aeb1-4b06-b697-fa73431add2c,GB47ZFJA34385760831085,605360.79,4fd09513-ccd7-43e4-94c7-9a73af505108,Austria
8f4335be-e6f4-46f9-9248-5e014f916a8b,GB40JGDN21100599234687,516674.78,0225cc8d-65f5-4b77-9cdd-fe2008adc8d7,Israel
6583ba25-1a7f-48e0-a32e-5a411418a356,GB31HCDX88552713452421,665569.47,0cf1dc7e-ffea-4a04-8199-b2c377e9e41b,Portugal
a6d15150-33b9-4651-9022-f7659e855d16,GB70OAPR16198854220871,901552.01,44928d1d-5b76-4cab-9238-a39feecd28b8,Lebanon
7000a1b3-c44e-4021-9318-652377c7a9b8,GB21SWQH04133236262359,970863.31,851afad5-40ff-4915-b126-0897c605332e,Antarctica (the territory South of 60 deg S)
5f2cf17d-f396-4449-aedf-988c298b45e7,GB74IHKS11786118173665,61933.65,2c9ba51d-d3b7-4441-b9f0-9e39e4baaa89,Australia
702dbfd9-d3cb-4b9d-b64f-44da254c5d4d,GB63UJAB25298882437314,710280.09,0a5d2dad-dc25-4a02-861f-7ae3d6af4f10,Christmas Island
fa48691c-3cf4-4263-9dd0-53ebd050fadf,GB52ZBLE26349580049277,590571.56,64bc65fb-6865-4e49-ba88-d3ad834526fa,Nicaragua
4ee5cb7b-a1bd-43f9-b03c-8c0a7c5e2268,GB88GBIW06404382635918,565512.5,3c6fe6fb-181e-4c66-bdeb-cb90515599b3,Venezuela
8e573d50-de0b-4ef5-8ab9-a0b38920d939,GB26AXCD38669371315501,171504.86,92faf1c7-f267-42ed-b4a7-3650e4d9b294,Micronesia
6d5fcacc-6117-4a6d-9ec6-0ced320ca9c5,GB44OAFZ17746658242483,555775.35,cba9a497-4cb5-4c5a-9fb1-710bbb9f3dc8,Uruguay
a514a7e4-8c84-44d6-9e24-d323735f0558,GB02ADWJ54431155923986,281379.4,f54bdb18-dc05-43a9-80c2-ca503e530d4b,Cayman Islands
76201cb8-5e12-4443-81d6-976f59f4e5b1,GB87GOSC75924120047214,188012.18,f8fe43f0-a025-492d-9691-85f56e16dbea,Sudan
ea3bf1de-83ea-41b4-a055-b9052674a33a,GB25OWZS04077848141767,877299.83,abe5f63a-6acf-4246-ad38-c737ecf2cba5,Kenya
feebe26a-d305-4ff0-aca9-070a851efb98,GB70RGDE32262334623913,809330.04,7a8236c3-1588-4069-890c-ad9333af15a2,Saint Vincent and the Grenadines
5dfd18d8-3e56-44f2-a05e-4b3a7eb1d696,GB26FJBS72810569582393,565470.83,8eba0b78-3579-47f9-8a85-5bc91b8ab198,Cote d'Ivoire
e489b231-30d0-4e15-8553-f544964b63d2,GB72NXLF80487594043892,89971.07,8a5e6614-e4d6-4a64-9816-f302d4d2353b,India
f3de10c7-c7d9-4737-a6be-d0f6499def85,GB20QDUW23032684680262,653982.74,8e8752f9-da39-40cd-a662-4ec2214d17e9,Montserrat
3d106597-7e6b-4fa4-92a0-493af7750837,GB06VRBD40660599524702,867721.8,834c9835-dbca-4731-872c-88aecdf41c0c,Mauritania
503e9d8b-2027-4bf1-b30b-e43f48ec1f98,GB17MJQN64757118459279,473281.07,129ebf48-fa6a-48fe-8267-eb7581efd94c,Azerbaijan
ca0771b0-9eba-43d6-b9c7-993b1adcfda6,GB25RVZN54150615881672,527921.02,611c3bc4-d4dc-43f6-af3f-23303ebab763,Saint Barthelemy
df1232c8-ba01-47a3-8e06-75a157c8a5af,GB31WBSR45069681089805,74064.19,6baf9695-3861-4303-bd29-23af21739f6f,Chile
a80a4989-29f2-46e3-87af-be3de2a3b5b3,GB85ZTCB04386014599623,719069.05,2a80d60c-a9ab-42a9-b213-f463823b1e3d,Isle of Man
