acc_id,card_code,balance,owner_id,bank_country
38a3cd12-b7b8-4a2d-b080-93fca99b9914,GB71ABGZ18001755511618,766453.25,2be82012-2328-461f-973e-5205dcfbf31f,Anguilla
248f8999-72fe-4ad4-8d7f-eb9e4f2d65eb,GB19RRWJ53588833039731,452061.4,5ff9e7b2-84fd-4372-90be-6ecd69b41098,Guinea
849303c5-2136-49c8-85a1-a352689c8792,GB61ZDPA65532112295380,24091.34,d8ceb6ed-c836-4f3a-8312-b2d81e0c3d24,Comoros
42e54f93-2ce5-4342-b171-21ea69070f4c,GB11AWGQ36991400921279,247487.72,1940cb6b-09d6-488a-9dc7-0b2538d5a984,Niger
87023c5c-1562-4c9b-b502-d69d91f8a5bf,GB19DPAO50868794931642,541279.62,1e1fb58d-3477-4276-936f-5194ca9d36b0,French Guiana
4f924113-30e1-4954-a7b7-50856132f7db,GB38PKYF01462378748115,289629.04,d1021c8b-1722-4ebb-91a0-738cb7e283d1,Sierra Leone
09595080-72b0-45cf-aac2-8810c814b335,GB02UGFI96751572280752,847811.98,817e6959-e945-4ff4-b9c3-661822e7b2b3,Saint Helena
36ef63dd-968f-484f-a0f6-69f71b0c2973,GB55PLBM34294089951730,94028.91,8792a94a-5ae6-4ea6-9937-6ec5d4ffa62f,Philippines
55ed2ca3-f602-400d-9192-cc1ab9f43605,GB64NSAN47593930990812,795961.34,c6b380b8-e78d-46a9-8fba-1bc6b5612296,Paraguay
26d26305-fbe2-4337-b845-066fa341b3cf,GB17TFBD53235328550618,249673.8,1a7d56f0-6ec9-43cf-92a8-1a3db3e520c0,Slovakia (Slovak Republic)
e1d3d571-e4ff-412a-ba7f-ccc9f14aeb59,GB50KLPW62923173568288,621633.88,649f5cd3-b037-4a08-ada3-a32ff553e0fa,Malawi
e0ecc919-fae7-4952-9873-2ce2f1a0d124,GB88LERA00320967719770,234304.87,30bd6584-ee35-4734-a6df-955aa49f7c7a,Russian Federation
759e2eda-5883-4254-bd4a-9e9651ab3247,GB53GANW21938890584790,205020.8,4211a807-da95-4cf2-89b1-77a027d87dd9,Kiribati
029e333a-91b1-4167-8a37-89f91f8ede55,GB34HEVO23015209162589,419311.1,e786a859-0b3f-4bf6-a360-719431248939,Peru
1616ba8c-eeb9-4aec-85c5-96a83a408c30,GB30YQMY22445664605624,633789.87,c6362aef-327e-49e9-97b6-d0092db1755b,New Caledonia
69c5581d-ce1d-4018-9673-3d70dda2f97d,GB84SMYT56208702425320,638339.77,547800be-e328-4320-a8b7-4b82f0127103,Antigua and Barbuda
63ff2526-5390-4f38-a83f-75e8c4650641,GB54KPMD06294106989062,227659.41,f18cce82-e67e-4ec5-a2d2-708ec772e116,Hungary
ae1bd295-1e0d-4ffb-80c2-d2a1d09378d8,GB89LHFC64851766140629,546673.37,2ce20025-fe34-42af-8407-63c49f7727ac,Falkland Islands (Malvinas)
91a9b47e-3daa-40da-ba63-c74e6c946864,GB54VCQO59730079271985,269779.66,e5af4442-55fe-42f3-838f-10036fc3485e,Guyana
2bd3f0b9-0d9c-41a1-93e8-9faccca69e09,GB19IROE69462187518460,302365.76,3bb8766a-6ba5-433a-8c5b-9bc2f7cd403e,Reunion
18ef9a77-96b2-4008-831e-e7747849701f,GB69FVJG89344355917877,661221.47,b4fa49a3-b759-42fb-899e-81c2c8b1ab60,Mauritius
5d5e625f-8b08-4c68-885b-1fc17d2eb18d,GB31KOBO95124525643188,269463.69,02125a5f-3efe-4fad-9b29-62298879e983,Peru
013b6b42-ef9b-48dd-afaf-4c7799315db0,GB10ZDCG21123656124574,318796.65,3de82b11-ed6a-4476-9594-128a3d40318e,Australia
