acc_id,card_code,balance,owner_id,bank_country
563b2507-17ec-470f-ac33-2ba360c17cc9,GB03CHCV80658449355572,365739.88,03c9322c-a224-406c-a620-b3160c08d71e,Bhutan
6746e2a0-ffa9-4520-80b9-c03fcf44b370,GB23OJIY95857654767182,517301.62,00a31826-4ae4-4e5f-b911-c8511f5d18c1,Gabon
0e6d779a-a1c9-42d4-abbb-421eb6d4a7fa,GB15NROX61251098619675,336283.94,aea78661-c2b0-4ea7-8dc8-9f4a76850ddd,Switzerland
a52948d2-1e08-4e21-98cc-0117dd6b12b6,GB38LRIC31339212643676,468130.89,58493a32-11d2-4cdb-baf8-9af67449ccf8,Jersey
8847208d-e365-46e0-b19c-ce002e9c1dea,GB73VRLW41624604229483,547962.84,2745a59d-37da-4cef-b202-502bddbc1cb4,Gibraltar
93c3a4f2-4866-40ec-8fad-da3886643ad2,GB16WHEX26272329841804,194099.65,e28cd6ce-ea4d-4f1f-8669-8cde56bf803f,Belarus
23b7c9dd-6399-4aa3-8a87-f502130fbc5d,GB27XPTO85252089750876,642620.76,04763b14-6776-47bd-b807-3f375f77867e,Uzbekistan
73375fe8-e5a3-4dc4-a9e8-d91d33c936fe,GB24OTBN35967702431381,215417.07,b489a4fd-3e8a-43d8-bad8-8951db4671ad,Guinea
b3af695b-f394-435b-a6cf-d50fe2fe6d63,GB08HTTP13871260694121,173735.46,297d5aaa-f8fd-4223-b08b-75e4ed98773b,United Kingdom
6c456132-6b45-4d13-bab6-ce6d6024a058,GB59EHWI34922313511301,794104.45,24731bea-14e8-4528-8e10-005065179e8d,Rwanda
521870e5-37ff-4e1e-97e7-fa20704fa69b,GB27YIWP17716623769983,568543.87,4aaaa6b9-12e1-41c0-92f8-51dad46e0c2b,Myanmar
2ef0f6e5-a435-42fa-82fa-48daae5e074e,GB62RVAK13662918422676,177456.15,0d4bb576-bcad-4d6f-840f-b2871def1a7e,Iceland
99883210-c266-490c-836d-c6b59c1fb833,GB75PMOY36597871415572,168334.02,11413613-7ae5-4c9d-82ce-8fa427753bf1,Palestinian Territory
2fe46b28-1dfc-40dc-935b-00345f050806,GB42XLYI00412057578857,885062.3,8b065520-681b-46c5-acf2-ad9e9fd29f6b,Panama
94e7b42f-efee-42e8-a3cf-a68d11799d47,GB80ROJV74804708138520,259214.35,74f3cc1b-a7e2-426b-b3d8-369f68734d61,Namibia
a4eee36e-506e-4115-8299-28049537f18c,GB32BEWL15911364541258,109862.55,ed5d4933-b179-43f9-bf27-3546519c887c,Dominican Republic
3b26ea61-258c-44f1-89e6-4e48de1c51d2,GB46WQLT78234047998837,338965.25,42252f94-b631-4310-89e7-b2d37a7c753b,Turkey
65856113-ee40-49c3-a57b-666de899b1d8,GB98DXBT90665079297086,32235.43,6b5c9fa2-4b59-4267-bd62-a46239a41869,Cuba
ece37d19-a01d-4d18-90e2-a6a9c0b8629f,GB79YWMW88599954267751,314881.12,5d755803-8457-486c-9af5-0f75be65f1f0,Albania
5f2a388f-8c3a-452e-9dc3-c41645c4d7d3,GB94BSND22781854454379,997091.47,1c296753-a1d9-4ac4-a955-eb6969c71c41,Zimbabwe
01a22f10-a42b-4fbc-a128-6829f1f41019,GB88BZKF63529107648829,239098.39,1d79d22f-bb16-48a9-936a-49f686218bae,Turks and Caicos Islands
13c59ced-fdef-4e02-a620-780fa34d89a2,GB67FROM32081803087211,795043.09,518b3554-b181-4e3d-b46d-a0d145c8bc87,Italy
523266d2-2d0a-4750-8021-1ce207130beb,GB31XLRF58422649660625,578437.42,ddebef96-8f19-4e3c-bef4-59f94ed867ad,Guinea
82c8bf7b-80d5-43a3-9af4-0a2685ef37f6,GB03KKRR79739143400301,322529.89,c320e2f1-56c0-4a51-bdf2-59c7b7bd8517,Georgia
3c901c5e-d84d-4669-867f-b98068607d71,GB63NZMF26681483045340,385277.96,80161bb7-cf8a-4cae-9166-5661de89c05d,Mexico
4ea7b603-b00d-4abf-a8be-c60d0e52dadf,GB61FUAW32649901060776,187969.93,83be4208-a1a5-4e0b-b3e9-f846e061add0,Mauritania
00901735-8f0e-4c6c-883e-4d88cc202f33,GB24MYUC26712892401885,31631.41,24d0f167-df8a-490c-b823-65b0cc45e48a,Montenegro
a19ff6d3-5027-42bc-b8c4-9c3af4ce58f1,GB83JOHB22494576293902,944719.51,3edd9495-f454-4c5d-a035-336a259ffe1f,Argentina
6d0d1213-74aa-4eee-94db-4ea584521dcd,GB02ZXGF31295023225830,551067.06,6d770ef7-7fd1-44e6-bd3c-f38a838d0e1d,Mauritania
6d129da0-a559-4356-a93d-4aee844ae429,GB30YDUL79570296483613,748276.35,e1ba1bb9-32b4-429e-b331-ecc559147ec5,Saudi Arabia
89e9412c-80aa-4986-bb4e-fcc55998331a,GB04LPNN80518921893314,887241.21,6be60e7f-4f66-495c-899e-bcef780bfd38,Micronesia
481a8e7d-4619-4f9f-92bd-be1f0d71efa9,GB73WZQZ04378225270113,279432.61,d0ac9b2b-d3ee-4aa0-9646-e3db2d0d9630,Angola
66941b84-e3c0-4100-a070-22afe05dfef4,GB64NDUL48864605450622,391524.6,717e3351-2837-483c-8ebb-f169cbe99342,Iran
0e64b548-f6c5-4ddf-b1eb-7e40af5acb09,GB12RACT04432744882363,919208.88,a5cf68d2-77c0-4034-981f-63e933a01b3a,Finland
6ce600f3-3627-4bdb-ab08-97bc1fa58e49,GB69KUKX04506946099367,32555.31,ba4514ea-a7bd-46ab-bfc5-f1b1018d1cd4,El Salvador
dbebc3b6-2491-4d36-b238-28ebfd496906,GB74UBZF30997938225462,533318.29,daa89d1c-bbb2-43f8-9627-1ccc20598448,Zimbabwe
74443757-9b63-4b4b-9633-6189f74b6918,GB77WHTP55515979618647,388732.53,1a45d8ac-64e8-47d3-a669-c482f6fa5bed,Jersey
cbeb7691-55a3-435a-8145-6846b70d5f23,GB61IVBT46904652577450,633409.4,cd6addbc-b971-449c-a55d-2abfc4c20067,Argentina
2750e007-0191-482e-bc83-7137dd690e10,GB79LCTY29853088589015,877966.97,46f67ca1-53bf-458e-8aef-a5eda92d21eb,Spain
ca5c3315-218f-4c19-9b1b-b3d7113baf3d,GB81NBBS09166636168365,90131.8,8937e6c4-15cb-431d-97e8-dac89e324565,Lao People's Democratic Republic
3c8554eb-a155-4e56-998a-16b069d42716,GB75KGZW74457074843406,389724.83,338c5908-f8c4-4d21-95db-0b926f1de995,Faroe Islands
fd555458-4ebe-4f0b-b4fd-08a1a0e2c691,GB79CKUX41460766299488,141733.53,79e70bd9-bd92-431f-8b59-560c9dc1daec,Guatemala
1625eb76-60b8-4084-a81e-0e2669a510bd,GB03BQVH37218030028102,982206.8,a8b88b81-9058-4527-a10b-3b6175e57546,Bhutan
bea57b1f-f84e-4446-847c-649272a29dd6,GB02ZGKA47414278262383,955862.72,c047ba12-63ff-468a-a73c-e0b26439722f,Dominican Republic
8e6af311-e03a-451d-a92b-12655382dad2,GB96GXNS22722101145857,539553.53,3c054185-dee2-4496-9627-ac657a1d8438,Tonga
0b345160-a14f-47bb-ab4f-9bc3b6339a5d,GB85PHFG27899098992845,259930.16,8b065520-681b-46c5-acf2-ad9e9fd29f6b,Slovenia
0de55ca7-bbe8-48a3-ae03-e7621ec3e7d7,GB50CIPU45007098073935,548883.05,33b58ea9-6c69-485d-8308-7883a94303c3,El Salvador
0411e23f-d7d9-46bc-97ca-f0b00834bb80,GB43SADP59089308419797,246756.72,d7e0deeb-e055-4a85-9e6e-f24fd66d5212,Antarctica (the territory South of 60 deg S)
7ed68d36-b169-40d9-9e27-ed0b4a6862e0,GB56ZZUO63071044907978,830536.04,c6706573-fe55-4745-9bf9-75279e0c63dc,Mexico
86853794-6141-4a9c-85c5-6990f5068238,GB15HKEU73246705181291,79862.37,305fa6b6-f807-4a9a-9a20-2a4a45c693a4,Christmas Island
47105a9d-b4b4-4290-ae6c-9ee3b3f8cd03,GB62NDFF82879853187502,321379.75,bb60f9fe-7f02-41ad-aa50-f53caf21c182,Myanmar
c0cdfcc2-f1ba-493f-a3ce-3dd24e88cecd,GB12KCNU49554135979403,12595.1,78c8a4ff-5750-44ee-b91a-6c29dd02f951,Guam
cec4d836-bf1e-486f-80d1-14e6286bcb62,GB14GKGI45350377558475,363548.71,38dce3b2-544d-447e-81fe-92a2748dccde,Fiji
ec9f7eda-68c5-4c83-b17d-51ef28f08a8a,GB22OAQM49621658399572,568046.59,5cb6eae1-9e3a-4493-bb36-c2fdf882f4a8,Germany
3b9c427a-2dac-42a3-a5a7-f9ee232aa877,GB93GOTT16590234842780,259583.19,e5c710d4-7922-412e-be59-f3aaae222fa5,Macao
9e2eb897-dda9-4cff-93c8-59f6d56ab2df,GB74QFFE90259113877987,707955.63,564bd885-c8f7-4d6f-bcc7-eb81e0817f2f,Andorra
f32de498-d518-45b2-b05a-a25339f08b15,GB19BCZC51195341989016,581706.52,80f9366c-b65e-4483-b6e4-51318593aa9b,Eritrea
82a7ebda-7d58-4630-9bbd-34374d64fbfd,GB09ANWX51874289305693,233637.95,ad9f82ac-48c6-49ae-837c-0cdb5959a6eb,Palau
d800e13b-e2c6-4497-99d0-18620948a458,GB94IMMP34799636081269,760050.49,28f5a25c-3224-428a-a219-416624c96e48,Burundi
2289004b-63bc-41b4-8083-84140c55f5bf,GB34EASS03085865946721,23733.62,596fa770-be7a-4c4e-8bd6-26378cbbcd76,Sudan
06a24e08-bdd6-48a8-8e28-891130e8df92,GB16ICQA85123733210662,99794.28,ce88a10d-b9a0-4230-9f0c-138844705258,Wallis and Futuna
a0b4ab82-bacf-47f6-8bc9-0ce84a1d2475,GB37YFTO36983504408862,736966.17,02b6fb99-2125-4b54-82e5-be39728a48da,Jersey
3c7559d5-10eb-4b3a-89af-aa02e2f95322,GB31YIYI95120175241644,650435.17,f8df7a53-a65e-47e1-bbbc-42a51d3235d5,Turks and Caicos Islands
dd15690f-4447-4891-ad7f-946c37e5aa1d,GB03QXHK65677447669777,455598.03,034bac88-54ea-4051-a145-8f0bff4fa093,Solomon Islands
