acc_id,card_code,balance,comp_id,bank_country
b12a2fcc-e519-4d07-9e2a-97a17085c814,GB19TQNX55472102501414,991492.18,ef86dc0f-4a25-4819-95f5-9f2c4bc136a8,British Virgin Islands
667f56fb-5f5d-4610-9b41-1bd27cca2d5a,GB59GCNX27325063972351,911741.35,bedaba2d-6f4e-4dd4-b406-988c84f7f427,Sudan
62f40177-f068-4e91-abbc-96371095cc16,GB75ZSTB91142470248935,380309.8,321eaa7d-f94b-4f7e-a632-24f50bc18d04,Libyan Arab Jamahiriya
07215686-80db-41d0-9b5e-6198d0cb8f5c,GB66SFUF40279961278582,670613.12,98a59a7c-5b6d-4c2a-b761-76d9ba7451ba,Sierra Leone
4eeee0ab-84e5-4526-9853-243723b19377,GB82ENBE41422426140570,494036.14,176ae0e8-3a52-46cb-824c-95a88eb76cee,Andorra
b86c2d9c-1584-4721-85dc-1c7cff82e23c,GB16MKSH57235273526471,955469.12,574a409b-ee6e-4366-b638-c9bbbec41836,Falkland Islands (Malvinas)
a3daf0cb-27cb-4eeb-b36a-105779501367,GB87XJTC56971893271993,265494.05,9e877d36-cb6a-49d9-b876-474e6cec6397,Israel
677c532c-77e9-47a5-a4d2-6713f62b455b,GB06ANKS73378609810617,971270.29,87cb7f08-521f-45d0-b166-ef8039185fd7,Singapore
b6e2626c-f6c9-4772-bb28-745bca317584,GB76VBQK19319690580797,851465.24,70f25029-76be-40fc-a2ac-331d9fab6529,Albania
14c856af-7599-4ab5-a228-9481025c3222,GB09BTLS94475273275395,567961.72,a1b80ade-fc5f-4c52-bfcc-821ee368e0fd,Taiwan
ab9a2395-cb93-47ad-9852-87c6c64d50f5,GB74XXFO16218468086802,179245.7,e0bfc2a5-3084-480c-a504-0f2e95654952,Grenada
b18d5325-75b4-4274-8afc-e9e21a362d22,GB29WJKY28769103484654,46125.22,922c87dc-c0e8-4bc2-95ff-0324b36bd2a9,Uzbekistan
be6973a4-68ca-4cfe-a54a-c5c7a81e4356,GB79OZEC51476390596289,872188.7,94e98841-010d-4bbe-b5b8-9181e64bafc8,France
6291f1a1-65d2-486b-83b1-9f0321003c9b,GB78EQGB27170987642431,11808.36,f9b432af-68fc-4737-9240-b5b5d913b189,Botswana
e7b4a901-01d3-4ed9-a56e-d3c2b7302d03,GB20KBMX13054298998694,542327.46,87f741cb-b55c-472a-8db8-f23d5e78b709,Albania
4a0dc12d-d1ee-4224-8b34-62f9a87b8343,GB86ZPWA55731094250303,385525.56,3aa29fe7-ac40-454b-ab0e-113d978d1c9c,Cape Verde
5f6f9d1b-4dba-4aea-8436-452d12c5a7be,GB40CSCY96992776883258,949460.28,e9356c4c-9ac5-49d8-9ae2-e308b0a21ba5,Bangladesh
1877a050-daf3-46a0-a972-4fb5f5476966,GB08DHIX14759633218588,887974.66,26eb6a48-2117-4489-a038-141b3316cb9c,Sao Tome and Principe
328e0b14-4f71-43b6-90f7-dd176d610b34,GB67ZDGR81591220035358,851466.55,2a86b3f7-725a-47c8-b993-f981f80a70cf,Korea
5ed12ea9-dd5a-44fc-8ad7-608e64d323af,GB88UVAI39200886088846,229485.78,ed7d14a8-d138-4e1d-8843-f1ba4bb79ed4,Germany
c2db0f27-9213-4756-ba56-0e91ede92bab,GB28CPHI10183558547745,745675.35,f4d0f49d-05fc-4be2-95b3-4117a6206a65,Tuvalu
6f4c4660-a072-4f4d-aee4-5666f35e620a,GB13OIXU22148445407670,576906.57,c1b68cff-2615-4708-a058-cb2da331461c,El Salvador
e2b00663-25f7-4ca8-baac-580b6113e49a,GB63UUBZ16936832169214,326765.09,977b797b-f511-4c79-9519-7832a37edd11,Thailand
fed14f94-ea0a-4494-a15b-7db4f74bf518,GB62ILLU43243083988892,189851.53,ee9b4c42-1c97-40b3-9926-38bc630c21e7,China
0e58b648-9545-4b1c-b44d-c620cb6e0ed1,GB74XJUA28889531319989,746591.64,f6a3077e-6412-4899-a7c5-51c8b107d8f6,Armenia
8c662f58-bb70-4044-902b-dac8caa3a8b8,GB67DYQH81831849574984,408904.58,aff965cf-35a4-4ecf-9c57-ca4a37a3f219,Russian Federation
4f78487d-9b53-4d16-8207-80cdc558a285,GB68ZKZA66497563182191,888431.37,b23cb57e-8fe2-41ec-bc29-2bfc69843cfe,Svalbard & Jan Mayen Islands
7b93c5f3-8534-4215-9926-d54dd5a2ec82,GB96KGUW20266318584529,205762.35,b974e96b-dc3c-442a-870e-17b8865964b9,Bouvet Island (Bouvetoya)
77e6726c-8dec-4cd8-86d5-c1f3797b861c,GB26IZQY62925955912251,724785.01,1b20ba89-2fb1-4154-8339-7a2773475fc3,Western Sahara
724a4d50-6f7a-4a19-b4b6-ddc19329a2d0,GB52GDLG32608327278480,745947.94,df996299-17fe-427b-9bb7-de32fe183087,Mexico
03addb7c-c6b5-4668-adbd-2b7241587c77,GB29IIAQ33324417689054,697618.48,d15e2d9e-e7df-412d-9e03-217ab4c366cb,Afghanistan
6320f916-4b7c-49d3-ad63-8f72dc78b46c,GB91XZTQ21425224051761,70883.52,f7ff7f70-14e2-4f57-89f4-c3893047c998,Moldova
f29141fc-418e-4175-a876-03f8540fa0bb,GB35GBHW45400686731866,253061.24,520cc0be-ddf5-463f-8f94-5f59218df12a,Cyprus
116bfc68-f84d-4279-a66c-5570d665d38c,GB21FNPV08399003525674,692307.47,a76642a9-3ded-4500-b449-f181ade159d0,Anguilla
fe8204ab-6fe3-4b6a-b06c-d7d3afb12aaf,GB31HKPA80510715543586,636382.95,9906217b-6384-4d17-9b6a-e04eb212a305,Botswana
14c7f011-86c4-484b-9afc-c087098afb0b,GB32ZLXQ47812374698453,995166.81,09efd186-947f-4a73-9139-ca842704065f,Burkina Faso
6a128a96-e8e6-49c4-8742-f71d69dcd845,GB06YOSH97821616515380,585544.63,7900b364-1783-44a0-861c-608f9afbdb9f,Slovenia
5a4a440f-b744-47ee-be19-16a39038f5fb,GB50NPJS26380703989118,671208.23,21cb3dba-cacc-4234-8a86-0ab2bfb4a567,Gabon
27fdf100-67d2-45a9-ae17-92955ac6cf15,GB86SNXV95166141787618,97078.49,ac0877f0-e23a-4deb-81f0-53aa7faadb87,Micronesia
795a81af-3039-48dd-a455-a5e0a8006351,GB89NBII27497537293181,499786.87,a681e5e5-04cf-4f8b-9819-74df311210bd,Gibraltar
6c00cfc8-a072-4db9-aee2-92fcc147b701,GB96XDUQ91495584099174,651074.47,8fcceabd-be59-4e48-b975-54c3d52c20af,Grenada
3034ded8-5156-4d58-8339-7436b882a5f4,GB89ZFHC35026012448024,126992.37,9742de1e-0753-4244-aeaf-c20ef80d1e12,Trinidad and Tobago
78588ca9-0a66-40b4-a3a2-cea8c9fd7229,GB84YFUO07617827363269,399977.51,5deb17a4-897b-42af-9eaa-1ffe1e1b1e8d,Timor-Leste
65cf62d9-b222-40bb-8e32-71b199b21f07,GB95JLJP17565249717337,939960.72,28e9cbe6-6e08-419e-8345-91b578375dad,Armenia
b0af45b7-ff2c-4158-ad22-0bea0d45fd5a,GB63MKXR98583338108926,25303.15,9844db22-dc20-4056-a708-141b6ffea554,Portugal
bef861c3-a947-4ec9-bc23-52f49276be77,GB56MVVC82268571801844,35169.19,bf0d9f90-2709-41bf-a79a-b3405f031359,Tajikistan
3386773c-7d94-4f27-90e9-53186ffe933d,GB68WASS20252864351250,301952.51,2674c591-ef54-43f9-8bd5-0ef9c1d8779f,Micronesia
0d310908-06d5-4f0c-957a-a64267f2e013,GB05BVXM99709038928431,67032.05,fd7d3ebb-520b-494f-b681-b40a60ce6cbc,Guinea-Bissau
ca6b30ef-bbe3-4494-a447-3a5c95245e4b,GB78EUKZ19127323314928,293045.74,da3defd7-8f44-4ac7-b131-e525639bd989,Serbia
